Id,IsDeleted,CaseNumber,ContactId,AccountId,EntitlementId,SourceId,BusinessHoursId,ParentId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,RecordTypeId,Status,Reason,Origin,Language,Subject,Priority,Description,IsClosed,ClosedDate,IsEscalated,HasCommentsUnreadByOwner,HasSelfServiceComments,OwnerId,SlaStartDate,SlaExitDate,IsStopped,StopStartDate,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ContactPhone,ContactMobile,ContactEmail,ContactFax,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,DB_Case_Duration_Hours__c,DB_Hours__c,DateTime_Closed_c__c,DateTime_Opened_c__c,external_id__c,Source__c,Indicator__c,Duration__c,Payment_Billing__c,Last_Payment__c
5008c00001HA1IUAA1,,00001306,,0018c00002FHQe7AAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Escalated,,,,Can't understand instructions,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.224,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Escalated.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IVAA1,,00001307,,0018c00002FHQgcAAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,New,,,,How do I use your mobile app?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.225,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IWAA1,,00001308,,0018c00002FHQXDAA5,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,I'd like to pay my invoice,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.226,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IXAA1,,00001309,,0018c00002FHQyrAAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Waiting on customer,,,,Turbine not reaching operating speed,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.227,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IYAA1,,00001310,,0018c00002FHQvVAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,New,,,,Twitter Message: Help!  I'm having setup trouble.,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.228,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IZAA1,,00001311,,0018c00002FHRCoAAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Bill payment clarification.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.229,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IaAAL,,00001312,,0018c00002FHRERAA5,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,Customer service hours of operation.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.230,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IbAAL,,00001313,,0018c00002FHQr5AAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,Please send shipping confirmation.,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.231,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IcAAL,,00001314,,0018c00002FHQrIAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,I received the wrong invoice.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.232,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IdAAL,,00001315,,0018c00002FHQyFAAX,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,How do I sign up for your email newsletter?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.233,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IeAAL,,00001316,,0018c00002FHR5OAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,How do I troubleshoot a product issue?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.234,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IfAAL,,00001317,,0018c00002FHRBLAA5,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,Where do I get your mobile app?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.235,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IgAAL,,00001318,,0018c00002FHRLXAA5,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Researching,,,,Installation instructions tough to understand,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.236,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IhAAL,,00001319,,0018c00002FHRNiAAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Purchase order question,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.237,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IiAAL,,00001320,,0018c00002FHQkmAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,How do I upgrade my service?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.238,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1J2AAL,,00001340,,0018c00002FHQxiAAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,Is my personal information safe?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.258,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1J3AAL,,00001341,,0018c00002FHQy8AAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,What does your service contract cover?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.259,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1J4AAL,,00001342,,0018c00002FHQefAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,I need to pay my invoice.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.260,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1J5AAL,,00001343,,0018c00002FHRKRAA5,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Setup Instructions are missing,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.261,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1J6AAL,,00001344,,0018c00002FHQm3AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Product manual is missing,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.262,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1J7AAL,,00001345,,0018c00002FHR2qAAH,,,01m8c000001II9MAAW,,,,,,Installation,0128c000002iLr9AAE,Closed,,,,Change of Address,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.263,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1J8AAL,,00001346,,0018c00002FHR44AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,How do I get started with your service?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.264,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1J9AAL,,00001347,,0018c00002FHQY9AAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,"Product damaged, mishandled during shipping.",Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.265,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JAAA1,,00001348,,0018c00002FHR89AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,How do I upgrade?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.266,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JBAA1,,00001349,,0018c00002FHQjhAAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,New,,,,How can I request a new feature?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.267,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JCAA1,,00001350,,0018c00002FHR2HAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,Was our last payment correct?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.268,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JDAA1,,00001351,,0018c00002FHR1qAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Items missing from shipment.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.269,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JEAA1,,00001352,,0018c00002FHQtaAAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,,,how is your data secured?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.270,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JFAA1,,00001353,,0018c00002FHQcyAAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Researching,,,,Email issues,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.271,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JGAA1,,00001354,,0018c00002FHRC8AAP,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Researching,,,,Issues upgrading to latest version,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.272,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JHAA1,,00001355,,0018c00002FHQnlAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Waiting on customer,,,,Customer would like to upgrade,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.273,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JIAA1,,00001356,,0018c00002FHQZMAA5,,,01m8c000001II9MAAW,,,,,,Installation,0128c000002iLr9AAE,Closed,,,,Inquiry about Global Fund,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.274,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JJAA1,,00001357,,0018c00002FHQkHAAX,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,I have a product suggestion.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.275,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JKAA1,,00001358,,0018c00002FHR8KAAX,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,Question about taxes on my order.,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.276,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JLAA1,,00001359,,0018c00002FHROGAA5,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,What does your service contract cover?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.277,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JMAA1,,00001360,,0018c00002FHQi4AAH,,,01m8c000001II9MAAW,,,,,,Wire Transfer,0128c000002iLr9AAE,Closed,,,,Wire Transfer - $45K*,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.278,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1JNAA1,,00001361,,0018c00002FHQsNAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,Customer called to make a payment,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.279,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
